ModelFullName,WTC,WTG,Designator,ManufacturerCode,AircraftDescription,EngineCount,EngineType
Super Hornet,L,G,SHOR,HIGHER CLASS,LandPlane,1,Piston
EH1-01 Rotormouse,L,G,RMOU,HILLBERG,Helicopter,1,Turboprop/Turboshaft
Hiller UH-12,L,G,H12T,SOLOY,Helicopter,1,Turboprop/Turboshaft
ALH Dhruv,L,G,ALH,HINDUSTAN,Helicopter,2,Turboprop/Turboshaft
HA-31 Basant,L,G,HA31,HINDUSTAN,LandPlane,1,Piston
HJT-16 Kiran,L,G,HT16,HINDUSTAN,LandPlane,1,Jet
HJT-36 Sitara,L,G,HT36,HINDUSTAN,LandPlane,1,Jet
HT-2,L,G,HT2,HINDUSTAN,LandPlane,1,Piston
Shamsher,M,G,JAGR,SEPECAT,LandPlane,2,Jet
MiG-27 Bahadur,M,G,MG23,MIKOYAN,LandPlane,1,Jet
Su-37,M,F,SU27,SUKHOI,LandPlane,2,Jet
LCH,L,G,LCH,HINDUSTAN,Helicopter,2,Turboprop/Turboshaft
HTT-40,L,G,HT40,HINDUSTAN,LandPlane,1,Turboprop/Turboshaft
Hi-27 Acrostar,L,G,HI27,HIRTH,LandPlane,1,Piston
Bf-109,L,G,ME09,MESSERSCHMITT,LandPlane,1,Piston
H-40,L,G,H40,HOFFMANN,LandPlane,1,Piston
Perigee,L,G,PGEE,HOLCOMB,LandPlane,1,Piston
HA-2 Sportster,L,G,HA2,HOLLMANN,Gyrocopter,1,Piston
HA-420 HondaJet,L,G,HDJT,HONDA,LandPlane,2,Jet
Q-5,M,G,Q5,NANCHANG,LandPlane,2,Jet
PT-6,L,G,CJ6,NANCHANG,LandPlane,1,Piston
K-8 Karakorum,L,G,K8,NANCHANG,LandPlane,1,Jet
N-5B,L,G,N5B,HONGDU,LandPlane,1,Turboprop/Turboshaft
L-15 Lieying,M,G,L15,HONGDU,LandPlane,2,Jet
GJ-11 Sharp Sword,M,,GJ11,HONGDU,LandPlane,1,Jet
N-5A,L,G,N5A,NANCHANG,LandPlane,1,Piston
Beta Bird,L,G,BBIR,HOVEY,LandPlane,1,Piston
NH,L,G,DG15,HOWARD (1),LandPlane,1,Piston
Learstar,M,G,L18,PACAERO,LandPlane,2,Piston
Centaurus,M,G,L37,OAKLAND,LandPlane,2,Piston
Austalian LightWing Sport 2000,L,G,LWIN,HOWARD HUGHES,LandPlane,1,Piston
Australian LightWing Speed SP-2000,L,G,LW20,HOWARD HUGHES,LandPlane,1,Piston
Pocket Rocket PR-XP,L,G,PRPR,HOWARD HUGHES,LandPlane,1,Piston
Pocket Rocket PR-Breeze,L,G,PRBR,HOWARD HUGHES,LandPlane,1,Piston
Pocket Rocket PR-Bipe,L,G,PRBP,HOWARD HUGHES,LandPlane,1,Piston
Australian LightWing Speed SP-4000,L,G,LW40,HOWARD HUGHES,LandPlane,1,Piston
Tetras,L,G,TTRS,HUMBERT,LandPlane,1,Piston
Moto Du Ciel,L,G,MOTO,HUMBERT,LandPlane,1,Piston
Hummel Bird,L,G,HUML,HUMMEL,LandPlane,1,Piston
P-56 Provost,L,G,PPRO,PERCIVAL,LandPlane,1,Piston
P-66 Pembroke,L,G,PEMB,PERCIVAL,LandPlane,2,Piston
HD-34,M,D,HD34,HUREL-DUBOIS,LandPlane,2,Piston
Exec,L,G,EXEC,ROTORWAY,Helicopter,1,Piston
SkyWind,L,G,CICA,HYDROPLANE,LandPlane,2,Piston
202 Arava,L,G,ARVA,IAI,LandPlane,2,Turboprop/Turboshaft
1123 Westwind,M,G,WW23,IAI,LandPlane,2,Jet
1124 Westwind 2,M,G,WW24,IAI,LandPlane,2,Jet
RF-4 Phantom 2,M,F,F4,MITSUBISHI,LandPlane,2,Jet
Kfir,M,G,KFIR,IAI,LandPlane,1,Jet
Harfang,L,,HRON,IAI,LandPlane,1,Piston
I-96 San Francesco,L,G,I66,VOLIAMO,LandPlane,1,Piston
IAR-46 Katty,L,G,IR46,IAR,LandPlane,1,Piston
IS-28M2,L,G,IS28,ICA,LandPlane,1,Piston
GS-600 Arrow,L,G,URRA,IBIS (2),LandPlane,1,Piston
GS-750 Grand Magic,L,G,GMGC,IBIS (2),LandPlane,1,Piston
IAR-825TP Triumf,L,G,IR25,ICA,LandPlane,1,Turboprop/Turboshaft
IAR-822,L,G,IR22,ICA,LandPlane,1,Piston
IAR-28MA,L,G,IR28,ICA,LandPlane,1,Piston
Ka-126,L,G,K126,KAMOV,Helicopter,1,Turboprop/Turboshaft
IAR-823,L,G,IR23,ICA,LandPlane,1,Piston
IAR-824,L,G,IR24,ICA,LandPlane,1,Piston
A-5,L,G,A5,ICON,Amphibian,1,Piston
Ventura,L,G,VNTR,ICP,LandPlane,1,Piston
SA-2 Vimana,L,G,SA2,ICP,LandPlane,1,Piston
E-Genius,L,G,GENI,IFB,LandPlane,1,Electric
Sky Arrow,L,G,SKAR,III,LandPlane,1,Piston
Speed Arrow,L,G,SPAR,III,LandPlane,1,Piston
Ai-10 Ikar,L,G,AI10,IKAR,LandPlane,1,Piston
C-42 Bison,L,G,C42,IKARUS,LandPlane,1,Piston
Il-24,M,D,IL18,ILYUSHIN,LandPlane,4,Turboprop/Turboshaft
Il-38,M,D,IL38,ILYUSHIN,LandPlane,4,Turboprop/Turboshaft
Il-62,H,C,IL62,ILYUSHIN,LandPlane,4,Jet
Il-82,H,C,IL76,ILYUSHIN,LandPlane,4,Jet
Il-87,H,C,IL86,ILYUSHIN,LandPlane,4,Jet
Il-96,H,B,IL96,ILYUSHIN,LandPlane,4,Jet
Il-103,L,G,I103,ILYUSHIN,LandPlane,1,Piston
Il-114,M,E,I114,ILYUSHIN,LandPlane,2,Turboprop/Turboshaft
Il-112,M,,I112,ILYUSHIN,LandPlane,2,Turboprop/Turboshaft
Xturn,L,G,IMPU,IMPULSE,LandPlane,1,Piston
Ultra Sport,L,G,GSIS,SLIPSTREAM,LandPlane,1,Piston
SkyQuest,L,G,SQES,SLIPSTREAM,LandPlane,2,Piston
FX-1,L,G,FX1,INNOVAVIATION,LandPlane,1,Piston
Conquest,L,G,INCQ,INPAER,LandPlane,1,Piston
Excel,L,G,INEC,INPAER,LandPlane,1,Piston
Explorer,L,G,INEX,INPAER,LandPlane,1,Piston
M-96 Iryda,M,G,I22,PZL-MIELEC,LandPlane,1,Jet
I-23 Manager,L,G,I23,PZL-SWIDNIK,LandPlane,1,Piston
IS-2,L,G,IS2,INSTYTUT LOTNICTWA,Helicopter,1,Piston
I-3,L,G,I3,INTERAVIA,LandPlane,1,Piston
Skyboy,L,G,SBOY,INTERPLANE,LandPlane,1,Piston
GM-17  Viper,L,G,GM17,INTRACOM,LandPlane,1,Turboprop/Turboshaft
Ion,L,G,ION,ION,LandPlane,1,Piston
IPAI-26 Tuca,L,G,IP26,IPAI,LandPlane,1,Piston
IPE-06 Curucaca,L,G,IP06,IPE,LandPlane,1,Piston
IPE-06A,L,G,IP6A,IPE,LandPlane,1,Piston
IPE-010,L,G,IP10,IPE,LandPlane,1,Piston
Shahed 274,L,G,S274,IRGC,Helicopter,1,Turboprop/Turboshaft
JT-2-2 Tazarve,L,G,TZRV,IRIAF,LandPlane,1,Jet
S-100 Saeghe,M,G,F5SA,IRIAF,LandPlane,2,Jet
MC-21-300,M,D,MC23,IRKUT,LandPlane,2,Jet
A-002,L,G,A002,IRKUT,Gyrocopter,1,Piston
Fury,L,G,IFUR,ISAACS,LandPlane,1,Piston
Spitfire,L,G,ISPT,ISAACS,LandPlane,1,Piston
Omega,L,G,OMGA,ISAE,LandPlane,1,Piston
APM-21 Lion,L,G,APM2,MONIOT,LandPlane,1,Piston
APM-30 Lion,L,G,APM3,ISSOIRE,LandPlane,1,Piston
APM-40 Simba,L,G,APM4,ISSOIRE,LandPlane,1,Piston
J-6 Fregata,L,G,JAJ6,J & AS,LandPlane,1,Piston
Jabiru J170,L,G,JAB2,JABIRU,LandPlane,1,Piston
Yamamah J430,L,G,JAB4,SEABIRD,LandPlane,1,Piston
Jabiru J120,L,G,JABI,JABIRU,LandPlane,1,Piston
Thruxton Jackaroo,L,G,JARO,JACKAROO,LandPlane,1,Piston
JAG,L,G,JAG2,JAG HELICOPTER,Helicopter,1,Turboprop/Turboshaft
Wichawk,L,G,WICH,JAVELIN,LandPlane,1,Piston
PA-46-500TP Meridian M500,L,G,P46T,PIPER,LandPlane,1,Turboprop/Turboshaft
KP-2 Skyleader 200,L,G,KP2,ZALL JIHLAVAN,LandPlane,1,Piston
KP-5 Skyleader 500,L,G,KP5,ZALL JIHLAVAN,LandPlane,1,Piston
Skyleader GP One,L,G,GP1,ZALL JIHLAVAN,LandPlane,1,Piston
JA-400 Skyleader 400,L,G,J400,ZALL JIHLAVAN,LandPlane,1,Piston
VL-3 Evolution Turbine,L,G,VL3T,JMB AIRCRAFT,LandPlane,1,Turboprop/Turboshaft
JAS-4,L,G,JAS4,JOBY,Tiltrotor,6,Electric
D-20,L,G,D18,JODEL,LandPlane,1,Piston
D-140 Mousquetaire,L,G,D140,SAN,LandPlane,1,Piston
D-150 Mascaret,L,G,D150,SAN,LandPlane,1,Piston
Rocket 185,L,G,R185,ROCKET,LandPlane,1,Piston
F-13 Replica,L,G,F13,RIMOWA,LandPlane,1,Piston
AK-3,L,G,KAK3,KIEGER,LandPlane,1,Piston
RJ-03 Ibis,L,G,RJ03,JUNQUA,LandPlane,1,Piston
MJ-22 Tempête,L,G,MJ2,SIRAVIA,LandPlane,1,Piston
MJ-4 Shadow,L,G,MJ4,JURCA,LandPlane,1,Piston
MJ-5 Sirocco,L,G,MJ5,JURCA,LandPlane,1,Piston
MJ-8 1-Nine-0,L,G,MJ8,JURCA,LandPlane,1,Piston
MJ-9,L,G,MJ9,JURCA,LandPlane,1,Piston
MJ-10 Spit,L,G,MJ10,JURCA,LandPlane,1,Piston
MJ-12 P-40,L,G,MJ12,JURCA,LandPlane,1,Piston
MJ-53 Autan,L,G,MJ53,JURCA,LandPlane,1,Piston
MJ-77 Gnatsum,L,G,MJ77,JURCA,LandPlane,1,Piston
MJ-80 Focke-Wulf Fw-190 Replica,L,G,MJ80,JURCA,LandPlane,1,Piston
MJ-90 Messerschmitt Bf-109 Replica,L,G,MJ90,JURCA,LandPlane,1,Piston
MJ-100 Spitfire Replica,L,G,MJ1H,JURCA,LandPlane,1,Piston
MJ-51 Spérocco,L,G,MJ51,JURCA,LandPlane,1,Piston
JA20 Highlander,L,G,HIGH,JUST,LandPlane,1,Piston
JA35 SuperSTOL XL,L,,SSTL,JUST,LandPlane,1,Piston
Sherwood Scout,L,,ESCP,TLAC,LandPlane,1,Piston
SA-102.5 Cavalier,L,G,SA02,K & S,LandPlane,1,Piston
SA-103 Cavalier,L,G,SA03,K & S,LandPlane,1,Piston
SA-104 Cavalier,L,G,SA04,K & S,LandPlane,1,Piston
SA-105 Super Cavalier,L,G,SA05,K & S,LandPlane,1,Piston
DEKO-9,L,G,MGIC,WZL 3,LandPlane,1,Piston
RK-5,L,G,RK5,KALINAUSKAS,LandPlane,1,Piston
UH-43,L,G,H43A,KAMAN,Helicopter,1,Piston
K-600-5 Huskie,L,G,H43B,KAMAN,Helicopter,1,Turboprop/Turboshaft
SH-2 Super Seasprite,L,G,H2,KAMAN,Helicopter,2,Turboprop/Turboshaft
K-1200 K-Max,L,G,KMAX,KAMAN,Helicopter,1,Turboprop/Turboshaft
RK-1 Jungster 1,L,G,JUN1,KAMINSKAS,LandPlane,1,Piston
RK-2 Jungster 2,L,G,JUN2,KAMINSKAS,LandPlane,1,Piston
Ka-25,M,G,KA25,KAMOV,Helicopter,2,Turboprop/Turboshaft
Ka-26,L,G,KA26,KAMOV,Helicopter,2,Piston
Ka-252,M,G,KA27,KAMOV,Helicopter,2,Turboprop/Turboshaft
Ka-50 Werewolf,M,G,KA50,KAMOV,Helicopter,2,Turboprop/Turboshaft
Ka-52 Alligator,M,G,KA52,KAMOV,Helicopter,2,Turboprop/Turboshaft
Ka-62,L,G,KA62,KAMOV,Helicopter,2,Turboprop/Turboshaft
Ka-226 Sergei,L,G,K226,KAMOV,Helicopter,2,Turboprop/Turboshaft
Twinbee,L,G,KATB,KARI,LandPlane,2,Piston
60 Coupe,L,G,KK60,KARI-KEEN,LandPlane,1,Piston
EC-1,M,E,C1,KAWASAKI,LandPlane,2,Jet
P-3 Orion,M,E,P3,LOCKHEED MARTIN,LandPlane,4,Turboprop/Turboshaft
KH-4,L,G,KH4,KAWASAKI,Helicopter,1,Piston
OH-1,L,G,OH1,KAWASAKI,Helicopter,2,Turboprop/Turboshaft
T-4,M,G,T4,KAWASAKI,LandPlane,2,Jet
C-2,H,C,KC2,KAWASAKI,LandPlane,2,Jet
UP-1,M,D,P1,KAWASAKI,LandPlane,4,Jet
Ansat,L,G,ANST,KAZAN,Helicopter,2,Turboprop/Turboshaft
Ansat 2RT,L,G,A2RT,KAZAN,Helicopter,2,Turboprop/Turboshaft
Lark,L,G,KELA,KELEHER,LandPlane,1,Piston
D,L,G,KELD,KELLY,LandPlane,1,Piston
Sport Hawk,L,G,KEHA,KESTREL,LandPlane,1,Piston
S-76 Spirit,L,G,S76,SIKORSKY,Helicopter,2,Turboprop/Turboshaft
AT-3,L,G,KAT3,KHRUNICHEV,LandPlane,1,Turboprop/Turboshaft
AT-419 Strekoza,L,G,T419,KHRUNICHEV,LandPlane,1,Piston
T-415 Snegir,L,G,T415,KHRUNICHEV,LandPlane,1,Piston
AK-1,L,G,KAK1,KIEGER,LandPlane,1,Piston
AK-2,L,,KAK2,KIEGER,LandPlane,1,Piston
DSK-2 Golden Hawk,L,G,DSK,KILLINGSWORTH,LandPlane,1,Piston
McCullocoupe,L,G,MCUL,KIMBALL,LandPlane,1,Piston
S-12 Super Stinker,L,G,PTMS,PITTS,LandPlane,1,Piston
Dormoy Bathtub,L,G,BTUB,KIMBREL,LandPlane,1,Piston
Mountain Goat,L,G,MOGO,MONTAGNE,LandPlane,1,Piston
Explorer,L,G,KFAB,KITPLANES FOR AFRICA,LandPlane,1,Piston
Safari,L,G,KFAS,KITPLANES FOR AFRICA,LandPlane,1,Piston
Kl-35,L,G,KL35,KLEMM,LandPlane,1,Piston
L-25,L,G,KL25,KLEMM,LandPlane,1,Piston
King Kolbra,L,G,KLBR,KOLB,LandPlane,1,Piston
Laser,L,G,KOLL,KOLB,LandPlane,1,Piston
SH-09,L,G,SH09,KOPTER,Helicopter,1,Turboprop/Turboshaft
T-50 Golden Eagle,M,G,K50,KOREA AEROSPACE,LandPlane,1,Jet
KF-21 Boramae,M,,KF21,KOREA AEROSPACE,LandPlane,2,Jet
MUH-1 Marineon,M,G,SURN,KOREA AEROSPACE,Helicopter,2,Turboprop/Turboshaft
KT-100 Naraon,L,G,NARN,KOREA AEROSPACE,LandPlane,1,Piston
ES-3 Doc's RX,L,G,DOCX,KOVACH-ELMENDORF,LandPlane,1,Piston
K-51 Peregrino,L,G,K51,KOVACS,LandPlane,1,Piston
XQ-58 Valkyrie,L,,Q58,KRATOS,LandPlane,1,Jet
M-4 Irbis,L,G,IRBS,KUBICEK,LandPlane,1,Piston
M-2 Scout,L,G,M2,KUBICEK,LandPlane,1,Piston
LC-1B Commercial,L,G,LCB,LAIRD,LandPlane,1,Piston
LC-R Speedwing,L,G,LCR,LAIRD,LandPlane,1,Piston
LA-200,L,G,LA4,LAKE,Amphibian,1,Piston
LA-250 Seawolf,L,G,LA25,LANSHE,Amphibian,1,Piston
HL-2 Replica,L,G,HL2,LAMBACH,LandPlane,1,Piston
M-106 Mission,L,G,M106,LAMBERT,LandPlane,1,Piston
M-212 Mission,L,G,M212,LAMBERT,LandPlane,1,Piston
M-108 Mission,L,G,M108,LAMBERT,LandPlane,1,Piston
Jupiter,L,G,JUPI,LAMMER GEYER,LandPlane,1,Piston
LX-7 (piston),L,G,LNC4,RDD,LandPlane,1,Piston
Lancair 320,L,G,LNC2,PAI,LandPlane,1,Piston
Lancair ES,L,G,LNCE,PAI,LandPlane,1,Piston
LX-7 (turboprop),L,,LNP4,RDD,LandPlane,1,Turboprop/Turboshaft
Sentry 4T,L,G,LNT4,LANCAIR,LandPlane,1,Turboprop/Turboshaft
Evolution Piston,L,G,EVOP,LANCAIR,LandPlane,1,Piston
Lancair ES-P,L,G,LESP,LANCAIR,LandPlane,1,Piston
NLA-450 Mako,L,G,MAKO,LANCAIR,LandPlane,1,Piston
NLA-275 Barracuda,L,G,CUDA,LANCAIR,LandPlane,1,Piston
Legacy,L,G,LEG2,LANCAIR,LandPlane,1,Piston
Sherwood Ranger,L,,SHRA,TLAC,LandPlane,1,Piston
SP-20,L,G,SP20,NEW MEYERS,LandPlane,1,Piston
Akro Z,L,G,LAKR,LASER,LandPlane,1,Piston
LACO-145,L,G,LACO,LAVEN,LandPlane,1,Piston
PA-25 Biplaza Puelche,L,G,P25B,LAVIASA,LandPlane,1,Piston
23,L,G,LJ23,LEAR JET,LandPlane,2,Jet
40,M,G,LJ40,LEARJET,LandPlane,2,Jet
45,M,G,LJ45,LEARJET,LandPlane,2,Jet
60,M,G,LJ60,LEARJET,LandPlane,2,Jet
70,M,G,LJ70,LEARJET,LandPlane,2,Jet
75 Liberty,M,G,LJ75,LEARJET,LandPlane,2,Jet
380 Ladybug,L,G,L380,LEDERLIN,LandPlane,1,Piston
Turbine Legend,L,G,TLEG,PERFORMANCE,LandPlane,1,Turboprop/Turboshaft
Me-262 Replica,L,G,ME62,MESSERSCHMITT,LandPlane,2,Jet
Super-Chipmunk,L,G,CHIP,SUPER-CHIPMUNK,LandPlane,1,Piston
M-345,L,G,M345,SIAI-MARCHETTI,LandPlane,1,Jet
Yak-11,L,G,YK11,YAKOVLEV,LandPlane,1,Piston
L-13 Blanik (single-engine conversions),L,G,L13M,LET,LandPlane,1,Piston
L-200 Morava,L,G,L200,LET,LandPlane,2,Piston
L-610,M,G,L610,LET,LandPlane,2,Turboprop/Turboshaft
Z-237 Cmelák,L,G,Z37P,MORAVAN,LandPlane,1,Piston
Air Cam,L,G,ACAM,LOCKWOOD,LandPlane,2,Piston
LH-10 Ellipse,L,G,LH10,LH AVIATION,LandPlane,1,Piston
Bellaire,L,G,LIBE,LIBERTY (1),LandPlane,1,Piston
LM-5 Super Cub,L,G,LM5X,LIGHT MINIATURE,LandPlane,1,Piston
AC-4,L,G,AC4,LIGHT WING,LandPlane,1,Piston
Lightning Bug,L,G,LBUG,REFLEX,LandPlane,1,Piston
S-2 Sintal,L,G,LX32,LILIENTHAL,LandPlane,1,Piston
X-34 Bekas,L,G,LX34,LILIENTHAL,LandPlane,1,Piston
PZL-104 Wilga 80,L,G,PZ04,PZL-OKECIE,LandPlane,1,Piston
PZL-101 Gawron,L,G,PZ01,PZL-OKECIE,LandPlane,1,Piston
Akoya,L,G,AKOY,LISA,Amphibian,1,Piston
LW-5 Roto-Pup,L,G,RPUP,LITTLE WING,Gyrocopter,1,Piston
2000,L,G,LR2T,LOAD RANGER,Helicopter,1,Turboprop/Turboshaft
L-12 Electra Junior,L,G,L12,LOCKHEED,LandPlane,2,Piston
WV Warning Star,M,D,CONI,LOCKHEED,LandPlane,4,Piston
LC-130 Hercules,M,D,C130,LOCKHEED MARTIN,LandPlane,4,Turboprop/Turboshaft
U-2,M,G,U2,LOCKHEED,LandPlane,1,Jet
P-38 Lightning,M,G,P38,LOCKHEED,LandPlane,2,Piston
XR2O Electra,L,G,L10,LOCKHEED,LandPlane,2,Piston
L-14 Super Electra,M,G,L14,LOCKHEED,LandPlane,2,Piston
L-188 Electra,M,E,L188,LOCKHEED,LandPlane,4,Turboprop/Turboshaft
S-3 Viking,M,F,S3,LOCKHEED,LandPlane,2,Jet
SP-2 Neptune,M,E,P2,LOCKHEED,LandPlane,2,Piston
L-1011 TriStar,H,C,L101,LOCKHEED,LandPlane,3,Jet
L-1329 Jetstar 731,M,F,L29B,LOCKHEED,LandPlane,4,Jet
L-1329 Jetstar 8,M,F,L29A,LOCKHEED,LandPlane,4,Jet
YO-3,L,G,O3,LOCKHEED,LandPlane,1,Piston
C-5 Super Galaxy,H,B,C5M,LOCKHEED,LandPlane,4,Jet
F-117 Night Hawk,M,F,F117,LOCKHEED,LandPlane,2,Jet
X-59 QueSST,M,,X59,LOCKHEED MARTIN,LandPlane,1,Jet
LM-100J Super Hercules,M,D,C30J,LOCKHEED MARTIN,LandPlane,4,Turboprop/Turboshaft
F-35C Lightning 2,M,F,F35,LOCKHEED MARTIN,LandPlane,1,Jet
F-35B Lightning 2,M,F,VF35,LOCKHEED MARTIN,LandPlane,1,Jet
L-645 Raptor,M,F,F22,LOCKHEED MARTIN,LandPlane,2,Jet
LM-5 Aviastar,L,G,LM5,LOMBARDI,LandPlane,1,Piston
LM-7,L,G,LM7,LOMBARDI,LandPlane,1,Piston
LP-1 Fury,L,G,LP1,LOPRESTI,LandPlane,1,Piston
T-61 Venture,L,G,SF25,VICKERS-SLINGSBY,LandPlane,1,Piston
WR-1 Love,L,G,LOVE,LOVING-WAYNE,LandPlane,1,Piston
L-5,L,G,LUL5,LUCAS,LandPlane,1,Piston
L-6,L,G,LUL6,LUCAS,LandPlane,1,Piston
L-7,L,G,LUL7,LUCAS,LandPlane,1,Piston
L-8,L,G,LUL8,LUCAS,LandPlane,1,Piston
W-5 Buttercup Replica,L,G,W5BC,WITTMAN,LandPlane,1,Piston
SA-60 Silhouette,L,G,SILH,SILHOUETTE,LandPlane,1,Piston
8 Silvaire,L,G,L8,TEMCO,LandPlane,1,Piston
11A Sedan,L,G,L11,TEMCO,LandPlane,1,Piston
11E,L,G,L11E,QUARTZ MOUNTAIN,LandPlane,1,Piston
S-21,L,G,S21,MACDONALD,LandPlane,1,Piston
Mad Max,L,G,MMAX,MAD MAX AERO,Gyrocopter,1,Piston
M-14 Scout,L,G,MM14,MAGNI,Gyrocopter,1,Piston
M-16 Tandem Trainer,L,G,MM16,MAGNI,Gyrocopter,1,Piston
M-19 Shark,L,G,MM19,MAGNI,Gyrocopter,1,Piston
M-21,L,G,MM21,MAGNI,Gyrocopter,1,Piston
M-22 Voyager,L,G,MM22,MAGNI,Gyrocopter,1,Piston
M-24 Orion,L,G,MM24,MAGNI,Gyrocopter,1,Piston
MG-11 eFusion,L,G,EFUS,MAGNUS,LandPlane,1,Electric
MiG-35,M,F,MG29,MIKOYAN,LandPlane,2,Jet
MiG-31,M,F,MG31,MIKOYAN,LandPlane,2,Jet
SL-39,L,G,SL39,MAPO,LandPlane,1,Piston
L-1 Malamut,L,G,MMUT,MARA WING,LandPlane,1,Piston
BM-6 Lark,L,G,BM6,MARANDA,LandPlane,1,Piston
EM-10 Bielik,L,G,EM10,MARGANSKI,LandPlane,1,Jet
EM-11 Orka,L,G,EM11,MARGANSKI,LandPlane,2,Piston
JPM-01 Tanagra,L,G,JPM1,MARIE,LandPlane,1,Piston
MA-5 Charger,L,G,MA5,MARQUART,LandPlane,1,Piston
B-26 Marauder,M,G,B26M,MARTIN,LandPlane,2,Piston
WB-57,M,F,WB57,MARTIN,LandPlane,2,Jet
404,M,E,M404,MARTIN,LandPlane,2,Piston
M-360 Jupiter,L,G,M36J,MATRA,LandPlane,2,Piston
M-1 Cuauhtemoc,L,G,M4,SAASA,LandPlane,1,Piston
Strata Rocket (M-5),L,G,M5,MAULE,LandPlane,1,Piston
M-6 Super Rocket,L,G,M6,MAULE,LandPlane,1,Piston
MXT-7-180 Star Rocket,L,G,M7,MAULE,LandPlane,1,Piston
MXT-7-420,L,G,M7T,MAULE,LandPlane,1,Turboprop/Turboshaft
M-8,L,G,M8,MAULE,LandPlane,1,Piston
M-9,L,G,M9,MAULE,LandPlane,1,Piston
Windrose,L,G,ROSE,MAUPIN,LandPlane,1,Piston
TAM-Jet,L,G,TJET,TAM,LandPlane,2,Jet
260 Super Broussard,M,G,N260,NORD,LandPlane,2,Turboprop/Turboshaft
MH-1521 Broussard,L,G,BROU,MAX HOLSTE,LandPlane,1,Piston
YC-15,M,D,C15,MCDONNELL DOUGLAS,LandPlane,4,Jet
G-21D Goose,L,G,G21M,MCKINNON,Amphibian,4,Piston
G-21G Turbo Goose,L,G,G21T,MCKINNON,Amphibian,2,Turboprop/Turboshaft
Adventure,L,G,MEAD,MEAD,LandPlane,1,Piston
MA-2 Mamba,L,G,MAMB,MELBOURNE,LandPlane,1,Piston
M-18 Turbine Dromader,L,G,M18T,PZL-MIELEC,LandPlane,1,Turboprop/Turboshaft
Shoestring,L,G,SHOE,MERCURY,LandPlane,1,Piston
1002 Pingouin 2,L,G,ME08,NORD,LandPlane,1,Piston
FL-53,L,G,FL53,METEOR,LandPlane,1,Piston
FL-54,L,G,FL54,METEOR,LandPlane,1,Piston
FL-55,L,G,FL55,METEOR,LandPlane,1,Piston
Little Toot,L,G,TOOT,MEYER,LandPlane,1,Piston
MAC-145,L,G,MC45,MEYERS,LandPlane,1,Piston
Corsario,L,G,CRIO,MICROLEVE,Amphibian,1,Piston
Formula GT,L,G,FGT,MIDWEST AEROSPORT,LandPlane,1,Piston
MiG 1-44,M,F,MG44,MIKOYAN,LandPlane,2,Jet
MiG-25,M,F,MG25,MIKOYAN,LandPlane,2,Jet
Mi-35,M,G,MI24,MIL,Helicopter,2,Turboprop/Turboshaft
Mi-2 Kitty Hawk,L,G,MI2,PZL-SWIDNIK,Helicopter,2,Turboprop/Turboshaft
Mi-22,M,D,MI6,MIL,Helicopter,2,Turboprop/Turboshaft
Mi-171,M,G,MI8,SICHUAN LANTIAN,Helicopter,2,Turboprop/Turboshaft
Mi-10,M,D,MI10,MIL,Helicopter,2,Turboprop/Turboshaft
Mi-14,M,G,MI14,MIL,Helicopter,2,Turboprop/Turboshaft
Mi-26,M,D,MI26,MIL,Helicopter,2,Turboprop/Turboshaft
Mi-28,M,G,MI28,MIL,Helicopter,2,Turboprop/Turboshaft
Mi-34,L,G,MI34,MIL,Helicopter,1,Piston
Mi-38,M,G,MI38,MIL,Helicopter,2,Turboprop/Turboshaft
M-2 Hawk Speed Six,L,G,M2HK,PHILLIPS & POWIS,LandPlane,1,Piston
M-3 Falcon Major,L,G,FALM,PHILLIPS & POWIS,LandPlane,1,Piston
M-11 Whitney Straight,L,G,WHIT,PHILLIPS & POWIS,LandPlane,1,Piston
M-14 Magister,L,G,MAGI,PHILLIPS & POWIS,LandPlane,1,Piston
M-17 Monarch,L,G,MONA,MILES,LandPlane,1,Piston
M-38 Messenger,L,G,MESS,MILES,LandPlane,1,Piston
M-65 Gemini,L,G,GEMI,MILES,LandPlane,2,Piston
Geronimo,L,G,PA23,SEGUIN,LandPlane,2,Piston
WM-2,L,G,WM2,MILLER (2),LandPlane,1,Piston
Andromède,L,G,ANDR,MILLIOUD,LandPlane,1,Piston
Celerity,L,G,CELR,MIRAGE,LandPlane,1,Piston
Marathon,L,G,MRTN,MIRAGE,LandPlane,1,Piston
Kittiwake,L,G,KITI,MITCHELL-PROCTER,LandPlane,1,Piston
A6M Zero,L,G,ZERO,MITSUBISHI,LandPlane,1,Piston
F-1,M,G,F1,MITSUBISHI,LandPlane,2,Jet
F-2,M,F,F2,MITSUBISHI,LandPlane,1,Jet
MU-2 Solitaire,L,G,MU2,MITSUBISHI,LandPlane,2,Turboprop/Turboshaft
MH-2000,L,G,MH20,MITSUBISHI,Helicopter,2,Turboprop/Turboshaft
MU-300 Diamond,M,G,MU30,MITSUBISHI,LandPlane,2,Jet
RP-1,L,G,RP1,MITSUBISHI,Helicopter,2,Turboprop/Turboshaft
T-2,M,G,MT2,MITSUBISHI,LandPlane,2,Jet
YS-11,M,E,YS11,NAMC,LandPlane,2,Turboprop/Turboshaft
1,L,G,MOL1,MOLNIYA,LandPlane,1,Piston
Sport,L,G,MOSP,MONG,LandPlane,1,Piston
Monerai P,L,G,MRAI,MONNETT,LandPlane,1,Piston
